,18~20_ride,18~20_ride,18~20_ride
18~20_ride,1.0,0.8121582190332077,0.9524701049318581
18~20_ride,0.8121582190332077,1.0,0.7332783663427909
18~20_ride,0.9524701049318581,0.7332783663427909,1.0
