,18~20_ride,18~20_ride,18~20_ride
18~20_ride,1.0,0.8076552788239248,0.954159905929088
18~20_ride,0.8076552788239248,1.0,0.7344212454513939
18~20_ride,0.954159905929088,0.7344212454513939,1.0
